county,precinct,office,district,party,candidate,votes,winner
Charles,,House of Delegates,,Democratic,Samuel C. Linton,17268,TRUE
Charles,,House of Delegates,,Democratic,Van T. Mitchell,17835,TRUE
Charles,,House of Delegates,,Republican,James Crawford,12780,
Charles,,House of Delegates,,Republican,Michael D. Hathaway,11756,
Charles,,House of Delegates,,Republican,Thomas E. Hutchins,18012,TRUE
Charles,,House of Delegates,,Republican,(Write-in) George C. Vann,1333,
St. Mary's,,House of Delegates,,Democratic,John F. Wood Jr.,5782,TRUE
St. Mary's,,House of Delegates,,Republican,Shane Mattingly,4584,
St. Mary's,,House of Delegates,,Democratic,John F. Slade III,6327,TRUE
St. Mary's,,House of Delegates,,Republican,Donald Lee O'Neal,3316,
Calvert,,House of Delegates,,Democratic,John M. Gott,5227,
Calvert,,House of Delegates,,Republican,Anthony J. O'Donnell,7568,TRUE
St. Mary's,,House of Delegates,,Democratic,John M. Gott,545,
St. Mary's,,House of Delegates,,Republican,Anthony J. O'Donnell,833,TRUE
Anne Arundel,,House of Delegates,,Democratic,Michael E. Busch,24075,TRUE
Anne Arundel,,House of Delegates,,Democratic,Virginia P. Clagett,24036,TRUE
Anne Arundel,,House of Delegates,,Democratic,Richard D'Amato,20223,TRUE
Anne Arundel,,House of Delegates,,Republican,Phillip Bissett,18690,
Anne Arundel,,House of Delegates,,Republican,Anthony McConkey,12353,
Anne Arundel,,House of Delegates,,Republican,Edward J. Turner,14119,
Anne Arundel,,House of Delegates,,Democratic,Joan Cadden,19214,TRUE
Anne Arundel,,House of Delegates,,Democratic,Thomas J. Fleckenstein,11862,
Anne Arundel,,House of Delegates,,Democratic,Mary Rosso,15372,TRUE
Anne Arundel,,House of Delegates,,Republican,John R. Leopold,21632,TRUE
Anne Arundel,,House of Delegates,,Republican,Victoria L. Schade,15366,
Anne Arundel,,House of Delegates,,Republican,Robert Schaeffer,12092,
Anne Arundel,,House of Delegates,,Democratic,Mary Ann Love,15823,TRUE
Anne Arundel,,House of Delegates,,Democratic,Theodore Sophocleus,15382,TRUE
Anne Arundel,,House of Delegates,,Democratic,Victor Sulin,12658,
Anne Arundel,,House of Delegates,,Republican,Michael W. Burns,13247,
Anne Arundel,,House of Delegates,,Republican,Betty Ann O'Neill,11752,
Anne Arundel,,House of Delegates,,Republican,James E. Rzepkowski,14959,TRUE
Anne Arundel,,House of Delegates,,Democratic,Gayle Powell,16145,
Anne Arundel,,House of Delegates,,Democratic,Marcia Richard,15210,
Anne Arundel,,House of Delegates,,Democratic,Shelia Schneider,14648,
Anne Arundel,,House of Delegates,,Republican,Robert C. Baldwin,23050,TRUE
Anne Arundel,,House of Delegates,,Republican,David Boschert,23173,TRUE
Anne Arundel,,House of Delegates,,Republican,Janet Greenip,23256,TRUE
Harford,,House of Delegates,,Democratic,Mary Dulany James,18357,TRUE
Harford,,House of Delegates,,Democratic,B. Daniel Riley,17798,TRUE
Harford,,House of Delegates,,Democratic,Robin Walter,15370,
Harford,,House of Delegates,,Republican,Charles R. Boutin,17844,TRUE
Harford,,House of Delegates,,Republican,Michael Griffin,15207,
Harford,,House of Delegates,,Republican,Robert E. Shaffner,16236,
Harford,,House of Delegates,,Democratic,Michael G. Comeau,13250,
Harford,,House of Delegates,,Democratic,Lee D. McDaniel,10291,
Harford,,House of Delegates,,Republican,Barry Glassman,17998,TRUE
Harford,,House of Delegates,,Republican,Joanne S. Parrott,14963,TRUE
Cecil,,House of Delegates,,Democratic,David D. Rudolph,6333,TRUE
Cecil,,House of Delegates,,Republican,Robert H. Ward,3433,
Caroline,,House of Delegates,,Democratic,Ronald A. Guns,432,TRUE
Caroline,,House of Delegates,,Republican,Ronald F. Lobos,355,
Cecil,,House of Delegates,,Democratic,Ronald A. Guns,6264,TRUE
Cecil,,House of Delegates,,Republican,Ronald F. Lobos,4275,
Kent,,House of Delegates,,Democratic,Ronald A. Guns,3888,TRUE
Kent,,House of Delegates,,Republican,Ronald F. Lobos,2119,
Queen Anne's,,House of Delegates,,Democratic,Ronald A. Guns,6050,TRUE
Queen Anne's,,House of Delegates,,Republican,Ronald F. Lobos,5585,
Talbot,,House of Delegates,,Democratic,Ronald A. Guns,1023,TRUE
Talbot,,House of Delegates,,Republican,Ronald F. Lobos,967,
Caroline,,House of Delegates,,Democratic,Clarence A. Hawkins,325,
Caroline,,House of Delegates,,Republican,Mary Roe Walkup,462,TRUE
Cecil,,House of Delegates,,Democratic,Clarence A. Hawkins,4173,
Cecil,,House of Delegates,,Republican,Mary Roe Walkup,5095,TRUE
Kent,,House of Delegates,,Democratic,Clarence A. Hawkins,3178,
Kent,,House of Delegates,,Republican,Mary Roe Walkup,3640,TRUE
Queen Anne's,,House of Delegates,,Democratic,Clarence A. Hawkins,4340,
Queen Anne's,,House of Delegates,,Republican,Mary Roe Walkup,7229,TRUE
Talbot,,House of Delegates,,Democratic,Clarence A. Hawkins,639,
Talbot,,House of Delegates,,Republican,Mary Roe Walkup,1294,TRUE
Caroline,,House of Delegates,,Democratic,Wheeler R. Baker,429,TRUE
Caroline,,House of Delegates,,Republican,Richard Sossi,369,
Cecil,,House of Delegates,,Democratic,Wheeler R. Baker,4475,TRUE
Cecil,,House of Delegates,,Republican,Richard Sossi,4735,
Kent,,House of Delegates,,Democratic,Wheeler R. Baker,3378,TRUE
Kent,,House of Delegates,,Republican,Richard Sossi,2505,
Queen Anne's,,House of Delegates,,Democratic,Wheeler R. Baker,7800,TRUE
Queen Anne's,,House of Delegates,,Republican,Richard Sossi,5251,
Talbot,,House of Delegates,,Democratic,Wheeler R. Baker,1027,TRUE
Talbot,,House of Delegates,,Republican,Richard Sossi,947,
Dorchester,,House of Delegates,,Democratic,Rudolph C. Cane,1533,TRUE
Dorchester,,House of Delegates,,Republican,Jacqueline B. Jones,659,
Wicomico,,House of Delegates,,Democratic,Rudolph C. Cane,3028,TRUE
Wicomico,,House of Delegates,,Republican,Jacqueline B. Jones,2061,
Caroline,,House of Delegates,,Democratic,William Steven Brohawn,1723,
Caroline,,House of Delegates,,Republican,Adelaide C. Eckardt,3908,TRUE
Caroline,,House of Delegates,,Republican,Kenneth D. Schisler,3871,TRUE
Dorchester,,House of Delegates,,Democratic,William Steven Brohawn,2208,
Dorchester,,House of Delegates,,Republican,Adelaide C. Eckardt,4826,TRUE
Dorchester,,House of Delegates,,Republican,Kenneth D. Schisler,3332,TRUE
Talbot,,House of Delegates,,Democratic,William Steven Brohawn,2335,
Talbot,,House of Delegates,,Republican,Adelaide C. Eckardt,5970,TRUE
Talbot,,House of Delegates,,Republican,Kenneth D. Schisler,6924,TRUE
Wicomico,,House of Delegates,,Democratic,William Steven Brohawn,1074,
Wicomico,,House of Delegates,,Republican,Adelaide C. Eckardt,1854,TRUE
Wicomico,,House of Delegates,,Republican,Kenneth D. Schisler,1477,TRUE
Somerset,,House of Delegates,,Democratic,Ernest J. Leatherbury Sr.,3192,
Somerset,,House of Delegates,,Republican,Charles McClenahan,3129,TRUE
Wicomico,,House of Delegates,,Democratic,Ernest J. Leatherbury Sr.,5802,
Wicomico,,House of Delegates,,Republican,Charles McClenahan,6378,TRUE
Worcester,,House of Delegates,,Democratic,Ernest J. Leatherbury Sr.,6717,
Worcester,,House of Delegates,,Republican,Charles McClenahan,7605,TRUE
Somerset,,House of Delegates,,Democratic,Norman H. Conway,3265,TRUE
Somerset,,House of Delegates,,Republican,Christopher Mills,2388,
Wicomico,,House of Delegates,,Democratic,Norman H. Conway,7363,TRUE
Wicomico,,House of Delegates,,Republican,Christopher Mills,5965,
Worcester,,House of Delegates,,Democratic,Norman H. Conway,7656,TRUE
Worcester,,House of Delegates,,Republican,Christopher Mills,6543,
Somerset,,House of Delegates,,Democratic,Bennett Bozman,3942,TRUE
Somerset,,House of Delegates,,Republican,Joseph Frederick Schanno,1431,
Wicomico,,House of Delegates,,Democratic,Bennett Bozman,7363,TRUE
Wicomico,,House of Delegates,,Republican,Joseph Frederick Schanno,4184,
Worcester,,House of Delegates,,Democratic,Bennett Bozman,9850,TRUE
Worcester,,House of Delegates,,Republican,Joseph Frederick Schanno,5285,
Montgomery,,House of Delegates,,Democratic,Charles Barkley,17020,TRUE
Montgomery,,House of Delegates,,Democratic,Paul Carlson,16670,TRUE
Montgomery,,House of Delegates,,Democratic,Joan F. Stern,16515,TRUE
Montgomery,,House of Delegates,,Republican,Barrie S. Ciliberti,14420,
Montgomery,,House of Delegates,,Republican,Walter McKee,14412,
Montgomery,,House of Delegates,,Republican,Mathew Mossburg,13439,
Baltimore City,,House of Delegates,,Democratic,Tony E. Fulton,14335,TRUE
Baltimore City,,House of Delegates,,Democratic,Salima Siler Marriott,11082,TRUE
Baltimore City,,House of Delegates,,Democratic,Howard Peters Rawlings,12916,TRUE
Baltimore City,,House of Delegates,,Democratic,Lisa A. Gladden,14355,TRUE
Baltimore City,,House of Delegates,,Democratic,Nathaniel T. Oaks,14139,TRUE
Baltimore City,,House of Delegates,,Democratic,Wendell F. Phillips,13543,TRUE
Baltimore City,,House of Delegates,,Democratic,James W. Campbell,14609,TRUE
Baltimore City,,House of Delegates,,Democratic,Maggie McIntosh,13857,TRUE
Baltimore City,,House of Delegates,,Democratic,Samuel I. Sandy Rosenberg,14679,TRUE
Baltimore City,,House of Delegates,,Republican,Jeffrey B. Smith Jr.,4417,
Baltimore,,House of Delegates,,Democratic,James W. Campbell,6294,TRUE
Baltimore,,House of Delegates,,Democratic,Maggie McIntosh,6586,TRUE
Baltimore,,House of Delegates,,Democratic,Samuel I. Sandy Rosenberg,7089,TRUE
Baltimore,,House of Delegates,,Republican,Jeffrey B. Smith Jr.,3982,
Baltimore City,,House of Delegates,,Democratic,Michael V. Dobson,18064,TRUE
Baltimore City,,House of Delegates,,Democratic,Ann Marie Doory,16743,TRUE
Baltimore City,,House of Delegates,,Democratic,Kenneth C. Montague Jr.,16094,TRUE
Baltimore City,,House of Delegates,,Democratic,Verna Jones,10119,TRUE
Baltimore City,,House of Delegates,,Democratic,Ruth M. Kirk,8585,TRUE
Baltimore City,,House of Delegates,,Democratic,Jeffrey A. Paige,7171,TRUE
Baltimore City,,House of Delegates,,Independent,(Write-in) Lisa M. Mitchell,1105,
Baltimore City,,House of Delegates,,Democratic,Talmadge Branch,10882,TRUE
Baltimore City,,House of Delegates,,Democratic,Clarence Davis,11631,TRUE
Baltimore City,,House of Delegates,,Democratic,Hattie N. Harrison,11287,TRUE
Baltimore City,,House of Delegates,,Democratic,Cornell N. Dypski,11056,TRUE
Baltimore City,,House of Delegates,,Democratic,Peter A. Hammen,9957,TRUE
Baltimore City,,House of Delegates,,Democratic,Carolyn Krysiak,10494,TRUE
Baltimore,,House of Delegates,,Democratic,Cornell N. Dypski,1832,TRUE
Baltimore,,House of Delegates,,Democratic,Peter A. Hammen,1814,TRUE
Baltimore,,House of Delegates,,Democratic,Carolyn Krysiak,1822,TRUE
Baltimore City,,House of Delegates,,Democratic,Brian K. McHale,7823,TRUE
Baltimore City,,House of Delegates,,Democratic,Timothy D. Murphy,8363,TRUE
Baltimore City,,House of Delegates,,Republican,Anthony F. Forlenza,1518,
Baltimore City,,House of Delegates,,Republican,William W. Sheldon,1774,
Baltimore,,House of Delegates,,Democratic,Thomas E. Dewberry,7815,TRUE
Baltimore,,House of Delegates,,Republican,John A. Hoffman,3597,
Cecil,,Judge of the Circuit Court,,Both Parties,O. Robert Lidums,15502,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,John Fader,149600,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,J. William Hinkel,140031,TRUE
Allegany,,Judge of the Circuit Court,,Both Parties,J. Frederick Sharer,11834,TRUE
Garrett,,Judge of the Circuit Court,,Both Parties,James L. Sherbin,6733,TRUE
Washington,,Judge of the Circuit Court,,Both Parties,Donald E. Beachley,23258,TRUE
Washington,,Judge of the Circuit Court,,Both Parties,Kennedy Boone,21515,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Michael E. Loney,93817,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Joseph P. Manck,92306,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Ronald A. Silkworth,92611,TRUE
Howard,,Judge of the Circuit Court,,Both Parties,Raymond Joseph Kane Jr.,61257,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Nelson W. Rupp Jr.,164482,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Patrick L. Woodward,165936,TRUE
Charles,,Judge of the Circuit Court,,Both Parties,Christopher C. Henderson,21804,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Toni E. Clarke,101129,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,James J. Lombardi,99278,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Theresa A. Nolan,101033,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Sheila R. Tillerson Adams,103169,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,John Carroll Byrnes,88317,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Evelyn Omega Cannon,77036,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Marcella A. Holland,77110,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Kenneth Lavon Johnson,75812,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Margaret Brooke Murdock,78115,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Alfred Nance,70974,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,William D. Quarles,75989,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Allen L. Schwait,68280,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Thomas Waxter Jr.,77707,TRUE
Caroline,,Judge of the Circuit Court,,,For,3981,TRUE
Caroline,,Judge of the Circuit Court,,,Against,891,
Cecil,,Judge of the Circuit Court,,,For,12545,TRUE
Cecil,,Judge of the Circuit Court,,,Against,2277,
Dorchester,,Judge of the Circuit Court,,,For,3103,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,812,
Kent,,Judge of the Circuit Court,,,For,3779,TRUE
Kent,,Judge of the Circuit Court,,,Against,646,
Queen Anne's,,Judge of the Circuit Court,,,For,7721,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,1581,
Somerset,,Judge of the Circuit Court,,,For,3422,TRUE
Somerset,,Judge of the Circuit Court,,,Against,608,
Talbot,,Judge of the Circuit Court,,,For,7009,TRUE
Talbot,,Judge of the Circuit Court,,,Against,982,
Wicomico,,Judge of the Circuit Court,,,For,14777,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,2042,
Worcester,,Judge of the Circuit Court,,,For,11962,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1609,
Baltimore,,Judge of the Circuit Court,,,For,151084,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,25595,
Harford,,Judge of the Circuit Court,,,For,46433,TRUE
Harford,,Judge of the Circuit Court,,,Against,10941,
Allegany,,Judge of the Circuit Court,,,For,7687,TRUE
Allegany,,Judge of the Circuit Court,,,Against,1708,
Allegany,,Judge of the Circuit Court,,,For,7483,TRUE
Allegany,,Judge of the Circuit Court,,,Against,1724,
Allegany,,Judge of the Circuit Court,,,For,7213,TRUE
Allegany,,Judge of the Circuit Court,,,Against,1793,
Anne Arundel,,Judge of the Circuit Court,,,For,102297,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,14439,
Anne Arundel,,Judge of the Circuit Court,,,For,97911,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,16173,
Anne Arundel,,Judge of the Circuit Court,,,For,98517,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,16170,
Baltimore City,,Judge of the Circuit Court,,,For,90366,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,7006,
Baltimore City,,Judge of the Circuit Court,,,For,81674,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,8205,
Baltimore City,,Judge of the Circuit Court,,,For,81319,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,8009,
Baltimore,,Judge of the Circuit Court,,,For,154823,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,23139,
Baltimore,,Judge of the Circuit Court,,,For,147448,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,25113,
Baltimore,,Judge of the Circuit Court,,,For,150484,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,25387,
Calvert,,Judge of the Circuit Court,,,For,14160,TRUE
Calvert,,Judge of the Circuit Court,,,Against,1961,
Calvert,,Judge of the Circuit Court,,,For,13575,TRUE
Calvert,,Judge of the Circuit Court,,,Against,2185,
Calvert,,Judge of the Circuit Court,,,For,13378,TRUE
Calvert,,Judge of the Circuit Court,,,Against,2201,
Caroline,,Judge of the Circuit Court,,,For,3810,TRUE
Caroline,,Judge of the Circuit Court,,,Against,791,
Caroline,,Judge of the Circuit Court,,,For,3664,TRUE
Caroline,,Judge of the Circuit Court,,,Against,799,
Caroline,,Judge of the Circuit Court,,,For,3621,TRUE
Caroline,,Judge of the Circuit Court,,,Against,827,
Carroll,,Judge of the Circuit Court,,,For,28833,TRUE
Carroll,,Judge of the Circuit Court,,,Against,4883,
Carroll,,Judge of the Circuit Court,,,For,27277,TRUE
Carroll,,Judge of the Circuit Court,,,Against,5418,
Carroll,,Judge of the Circuit Court,,,For,27348,TRUE
Carroll,,Judge of the Circuit Court,,,Against,5340,
Cecil,,Judge of the Circuit Court,,,For,12777,TRUE
Cecil,,Judge of the Circuit Court,,,Against,2220,
Cecil,,Judge of the Circuit Court,,,For,12402,TRUE
Cecil,,Judge of the Circuit Court,,,Against,2261,
Cecil,,Judge of the Circuit Court,,,For,11907,TRUE
Cecil,,Judge of the Circuit Court,,,Against,2330,
Charles,,Judge of the Circuit Court,,,For,20618,TRUE
Charles,,Judge of the Circuit Court,,,Against,2737,
Charles,,Judge of the Circuit Court,,,For,19826,TRUE
Charles,,Judge of the Circuit Court,,,Against,3029,
Charles,,Judge of the Circuit Court,,,For,19602,TRUE
Charles,,Judge of the Circuit Court,,,Against,3085,
Dorchester,,Judge of the Circuit Court,,,For,2977,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,793,
Dorchester,,Judge of the Circuit Court,,,For,2925,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,799,
Dorchester,,Judge of the Circuit Court,,,For,2918,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,804,
Frederick,,Judge of the Circuit Court,,,For,34717,TRUE
Frederick,,Judge of the Circuit Court,,,Against,4433,
Frederick,,Judge of the Circuit Court,,,For,33292,TRUE
Frederick,,Judge of the Circuit Court,,,Against,4847,
Frederick,,Judge of the Circuit Court,,,For,33502,TRUE
Frederick,,Judge of the Circuit Court,,,Against,4895,
Garrett,,Judge of the Circuit Court,,,For,4419,TRUE
Garrett,,Judge of the Circuit Court,,,Against,775,
Garrett,,Judge of the Circuit Court,,,For,4168,TRUE
Garrett,,Judge of the Circuit Court,,,Against,850,
Garrett,,Judge of the Circuit Court,,,For,4078,TRUE
Garrett,,Judge of the Circuit Court,,,Against,861,
Harford,,Judge of the Circuit Court,,,For,47516,TRUE
Harford,,Judge of the Circuit Court,,,Against,10282,
Harford,,Judge of the Circuit Court,,,For,45194,TRUE
Harford,,Judge of the Circuit Court,,,Against,10698,
Harford,,Judge of the Circuit Court,,,For,44939,TRUE
Harford,,Judge of the Circuit Court,,,Against,10953,
Howard,,Judge of the Circuit Court,,,For,56107,TRUE
Howard,,Judge of the Circuit Court,,,Against,7484,
Howard,,Judge of the Circuit Court,,,For,54708,TRUE
Howard,,Judge of the Circuit Court,,,Against,7792,
Howard,,Judge of the Circuit Court,,,For,54873,TRUE
Howard,,Judge of the Circuit Court,,,Against,7908,
Kent,,Judge of the Circuit Court,,,For,3771,TRUE
Kent,,Judge of the Circuit Court,,,Against,569,
Kent,,Judge of the Circuit Court,,,For,3571,TRUE
Kent,,Judge of the Circuit Court,,,Against,590,
Kent,,Judge of the Circuit Court,,,For,3513,TRUE
Kent,,Judge of the Circuit Court,,,Against,603,
Montgomery,,Judge of the Circuit Court,,,For,181767,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,17758,
Montgomery,,Judge of the Circuit Court,,,For,173583,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,18637,
Montgomery,,Judge of the Circuit Court,,,For,172139,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,19401,
Prince George's,,Judge of the Circuit Court,,,For,103940,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,13197,
Prince George's,,Judge of the Circuit Court,,,For,100578,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,14786,
Prince George's,,Judge of the Circuit Court,,,For,100676,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,14419,
Queen Anne's,,Judge of the Circuit Court,,,For,7655,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,1449,
Queen Anne's,,Judge of the Circuit Court,,,For,7263,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,1595,
Queen Anne's,,Judge of the Circuit Court,,,For,7278,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,1570,
St. Mary's,,Judge of the Circuit Court,,,For,14436,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,1994,
St. Mary's,,Judge of the Circuit Court,,,For,15031,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,2022,
St. Mary's,,Judge of the Circuit Court,,,For,13765,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,2164,
Somerset,,Judge of the Circuit Court,,,For,3301,TRUE
Somerset,,Judge of the Circuit Court,,,Against,592,
Somerset,,Judge of the Circuit Court,,,For,3082,TRUE
Somerset,,Judge of the Circuit Court,,,Against,626,
Somerset,,Judge of the Circuit Court,,,For,3091,TRUE
Somerset,,Judge of the Circuit Court,,,Against,611,
Talbot,,Judge of the Circuit Court,,,For,6778,TRUE
Talbot,,Judge of the Circuit Court,,,Against,948,
Talbot,,Judge of the Circuit Court,,,For,6529,TRUE
Talbot,,Judge of the Circuit Court,,,Against,955,
Talbot,,Judge of the Circuit Court,,,For,6432,TRUE
Talbot,,Judge of the Circuit Court,,,Against,991,
Washington,,Judge of the Circuit Court,,,For,19998,TRUE
Washington,,Judge of the Circuit Court,,,Against,2909,
Washington,,Judge of the Circuit Court,,,For,19427,TRUE
Washington,,Judge of the Circuit Court,,,Against,2989,
Washington,,Judge of the Circuit Court,,,For,21523,TRUE
Washington,,Judge of the Circuit Court,,,Against,2772,
Wicomico,,Judge of the Circuit Court,,,For,13826,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,1966,
Wicomico,,Judge of the Circuit Court,,,For,13331,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,2054,
Wicomico,,Judge of the Circuit Court,,,For,13146,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,2114,
Worcester,,Judge of the Circuit Court,,,For,10330,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1433,
Worcester,,Judge of the Circuit Court,,,For,9861,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1513,
Worcester,,Judge of the Circuit Court,,,For,9901,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1466,
Anne Arundel,,Judge of the Circuit Court,,,For,103402,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,16850,
Calvert,,Judge of the Circuit Court,,,For,13534,TRUE
Calvert,,Judge of the Circuit Court,,,Against,2028,
Charles,,Judge of the Circuit Court,,,For,19715,TRUE
Charles,,Judge of the Circuit Court,,,Against,2864,
St. Mary's,,Judge of the Circuit Court,,,For,14037,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,1964,
Montgomery,,Judge of the Circuit Court,,,For,160475,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,37893,
